2c2d2h 7.52839
2c2d2s 7.66154
2c2d3c 6.53466
2c2d3d 6.50313
2c2d3h 6.2243
2c2d3s 6.34473
2c2d4c 6.8668
2c2d4d 6.34493
2c2d4h 6.54596
2c2d4s 6.2866
2c2d5c 6.68762
2c2d5d 6.45206
2c2d5h 6.41232
2c2d5s 6.43787
2c2d6c 6.6306
2c2d6d 6.58927
2c2d6h 6.30093
2c2d6s 6.40019
2c2d7c 6.58357
2c2d7d 6.47261
2c2d7h 6.28939
2c2d7s 6.28899
2c2d8c 6.51988
2c2d8d 6.5143
2c2d8h 6.43436
2c2d8s 6.36248
2c2d9c 6.65569
2c2d9d 6.41427
2c2d9h 6.33623
2c2d9s 6.35854
2c2dAc 6.54481
2c2dAd 6.66698
2c2dAh 6.40273
2c2dAs 6.2468
2c2dJc 6.6619
2c2dJd 6.51834
2c2dJh 6.31047
2c2dJs 6.46719
2c2dKc 6.50698
2c2dKd 6.49156
2c2dKh 6.4131
2c2dKs 6.11605
2c2dQc 6.56393
2c2dQd 6.37626
2c2dQh 6.3546
2c2dQs 6.45711
2c2dTc 6.64495
2c2dTd 6.63117
2c2dTh 6.41153
2c2dTs 6.46855
2c2h2s 7.53438
2c2h3c 6.5337
2c2h3d 6.41427
2c2h3h 6.44292
2c2h3s 6.49928
2c2h4c 6.50737
2c2h4d 6.30272
2c2h4h 6.53734
2c2h4s 6.40117
2c2h5c 6.58966
2c2h5d 6.40293
2c2h5h 6.63325
2c2h5s 6.51872
2c2h6c 6.68837
2c2h6d 6.48963
2c2h6h 6.66077
2c2h6s 6.33643
2c2h7c 6.59555
2c2h7d 6.49079
2c2h7h 6.59688
2c2h7s 6.39843
2c2h8c 6.44565
2c2h8d 6.46855
2c2h8h 6.50236
2c2h8s 6.35302
2c2h9c 6.62077
2c2h9d 6.52199
2c2h9h 6.51795
2c2h9s 6.4043
2c2hAc 6.51045
2c2hAd 6.45653
2c2hAh 6.59422
2c2hAs 6.29118
2c2hJc 6.62815
2c2hJd 6.26483
2c2hJh 6.61585
2c2hJs 6.40645
2c2hKc 6.52871
2c2hKd 6.5517
2c2hKh 6.54558
2c2hKs 6.27982
2c2hQc 6.57671
2c2hQd 6.53792
2c2hQh 6.67825
2c2hQs 6.49966
2c2hTc 6.52372
2c2hTd 6.26703
2c2hTh 6.76716
2c2hTs 6.54673
