2c2d2h 56.535
2c2d2s 58.5525
2c2d3c 42.595
2c2d3d 42.185
2c2d3h 38.645
2c2d3s 40.155
2c2d4c 47.035
2c2d4d 40.1575
2c2d4h 42.7425
2c2d4s 39.4225
2c2d5c 44.6125
2c2d5d 41.525
2c2d5h 41.015
2c2d5s 41.3425
2c2d6c 43.855
2c2d6d 43.31
2c2d6h 39.6025
2c2d6s 40.86
2c2d7c 43.235
2c2d7d 41.79
2c2d7h 39.4575
2c2d7s 39.4525
2c2d8c 42.4025
2c2d8d 42.33
2c2d8h 41.2975
2c2d8s 40.38
2c2d9c 44.1875
2c2d9d 41.04
2c2d9h 40.0475
2c2d9s 40.33
2c2dAc 42.7275
2c2dAd 44.3375
2c2dAh 40.8925
2c2dAs 38.925
2c2dJc 44.27
2c2dJd 42.3825
2c2dJh 39.7225
2c2dJs 41.72
2c2dKc 42.235
2c2dKd 42.035
2c2dKh 41.025
2c2dKs 37.3125
2c2dQc 42.9775
2c2dQd 40.555
2c2dQh 40.28
2c2dQs 41.59
2c2dTc 44.045
2c2dTd 43.8625
2c2dTh 41.005
2c2dTs 41.7375
2c2h2s 56.625
2c2h3c 42.5825
2c2h3d 41.04
2c2h3h 41.4075
2c2h3s 42.135
2c2h4c 42.24
2c2h4d 39.625
2c2h4h 42.63
2c2h4s 40.8725
2c2h5c 43.315
2c2h5d 40.895
2c2h5h 43.89
2c2h5s 42.3875
2c2h6c 44.6225
2c2h6d 42.01
2c2h6h 44.255
2c2h6s 40.05
2c2h7c 43.3925
2c2h7d 42.025
2c2h7h 43.41
2c2h7s 40.8375
2c2h8c 41.4425
2c2h8d 41.7375
2c2h8h 42.175
2c2h8s 40.26
2c2h9c 43.725
2c2h9d 42.43
2c2h9h 42.3775
2c2h9s 40.9125
2c2hAc 42.28
2c2hAd 41.5825
2c2hAh 43.375
2c2hAs 39.48
2c2hJc 43.8225
2c2hJd 39.15
2c2hJh 43.66
2c2hJs 40.94
2c2hKc 42.5175
2c2hKd 42.8175
2c2hKh 42.7375
2c2hKs 39.3375
2c2hQc 43.145
2c2hQd 42.6375
2c2hQh 44.4875
2c2hQs 42.14
2c2hTc 42.4525
2c2hTd 39.1775
2c2hTh 45.68
2c2hTs 42.7525
2c2s3c 44.7425
2c2s3d 40.94
2c2s3h 41.555
2c2s3s 44.4375
2c2s4c 42.6425
2c2s4d 41.94
2c2s4h 39.6525
2c2s4s 42.525
2c2s5c 43.0225
2c2s5d 39.89
2c2s5h 40.38
2c2s5s 44.81
2c2s6c 45.0325
2c2s6d 40.145
2c2s6h 42.685
2c2s6s 44.425
2c2s7c 42.2975
2c2s7d 39.83
2c2s7h 41.1625
2c2s7s 41.6525
2c2s8c 44.465
2c2s8d 42.02
2c2s8h 40.6525
2c2s8s 42.5525
2c2s9c 43.0725
2c2s9d 41.6725
2c2s9h 42.2725
2c2s9s 44.8125
2c2sAc 41.21
2c2sAd 42.24
2c2sAh 41.3125
2c2sAs 42.93
2c2sJc 43.2525
2c2sJd 42.6775
2c2sJh 41.4825
2c2sJs 44.6625
2c2sKc 42.1475
2c2sKd 39.845
2c2sKh 38.8825
2c2sKs 44.55
2c2sQc 45.395
2c2sQd 39.64
2c2sQh 40.9475
2c2sQs 44.145
2c2sTc 44.1025
2c2sTd 41.3525
2c2sTh 40.6
2c2sTs 44.5125
2c3c3d 43.5425
2c3c3h 42.89
2c3c3s 44.2775
2c3c4c 44.61
2c3c4d 39.075
2c3c4h 37.8825
2c3c4s 40.4125
2c3c5c 43.78
2c3c5d 39.38
2c3c5h 41.13
2c3c5s 38.4175
2c3c6c 43.835
2c3c6d 37.415
2c3c6h 37.87
2c3c6s 39.4425
2c3c7c 41.83
