Rank	Hole Cards	Overall	WinHi %	TieHi %	WinLo %	TieLo %	Occur %	Cumul %
14274	9x 7x 6x 6-	6.5075	9.4915	1.7362	0.1377	0.1607	0.0044	86.7835
14275	Qx 9x 7- 5x	6.5063	8.2355	2.7505	0.1095	0.1597	0.0044	86.788
14276	Qx 8x 6x 2x	6.5063	6.4828	1.9259	1.9942	2.0377	0.0014	86.7894
14277	Kx Tx 2x 2-	6.5061	8.4991	1.4586	0.0	0.0	0.0044	86.7939
14278	9- 8x 6x 2x	6.5057	6.6255	2.625	1.9843	2.0748	0.0044	86.7983
14279	Q- 9x 6x 2-	6.5051	6.1129	1.904	1.9827	2.0884	0.0088	86.8072
14280	9x 7- 6x 6-	6.5043	9.539	1.7466	0.1353	0.1499	0.0088	86.816
14281	8x 7- 6- 5x	6.5043	8.2891	3.768	0.8203	1.058	0.0088	86.8249
14282	K- Jx 8- 3x	6.5033	7.5002	2.3038	0.011	0.0096	0.0088	86.8337
14283	Qx Tx 2x 2-	6.5033	8.2964	1.8935	0.0	0.0	0.0044	86.8382
14284	9x 8x 6x 2-	6.5031	6.7269	2.587	1.9156	2.0866	0.0044	86.8426
14285	9x 8x 7x 6-	6.5029	8.7237	3.769	0.0543	0.0926	0.0044	86.847
14286	Qx 7x 6- 2x	6.502	6.6294	1.7383	2.1558	2.2083	0.0044	86.8515
14287	9x 8- 6x 5x	6.5011	8.01	3.4022	0.7482	0.9844	0.0044	86.8559
14288	Jx 8- 6x 3-	6.5006	6.9718	2.2354	1.5373	1.7097	0.0088	86.8648
14289	J- 9x 6- 3x	6.5003	6.4838	2.4726	1.5658	1.7046	0.0088	86.8736
14290	9x 7x 6- 4-	6.4995	7.5558	3.1473	1.2404	1.4711	0.0088	86.8825
14291	Tx 7x 7- 5-	6.4994	9.4645	1.2307	0.2288	0.1796	0.0088	86.8913
14292	9x 7x 6- 4x	6.4991	7.5731	3.1124	1.2245	1.4736	0.0044	86.8958
14293	Tx 7x 6- 3-	6.4991	7.0621	2.5555	1.649	1.8253	0.0088	86.9046
14294	Kx K- K- 9x	6.4989	8.6408	0.2322	0.0	0.0	0.0044	86.9091
14295	J- 8- 5- 4-	6.4986	5.6266	2.837	2.5365	3.087	0.0088	86.9179
14296	K- Jx 8- 2x	6.4977	7.4703	2.3209	0.0149	0.0157	0.0088	86.9268
14297	Qx 8y 7x 2y	6.4975	8.2475	1.9276	0.3826	0.4205	0.0044	86.9312
14298	J- 9x 7- 6x	6.4972	8.0415	3.4348	0.0564	0.0987	0.0088	86.9401
14299	Q- Tx 4x 4-	6.497	8.1969	1.908	0.0	0.0	0.0088	86.949
14300	Tx 9- 8x 4x	6.4965	7.93	3.1098	0.0069	0.0082	0.0044	86.9534
14301	Q- J- 9- 3-	6.4962	6.6793	3.1878	0.0	0.0	0.0088	86.9622
14302	Tx 9x 8- 2-	6.4957	8.0041	3.1188	0.0177	0.017	0.0088	86.9711
14303	Qx 9x 8- 4-	6.4955	8.2132	2.3415	0.0060	0.0075	0.0088	86.98
14304	T- 9- 6x 2x	6.4951	6.0533	2.5584	1.9691	2.1064	0.0088	86.9888
14305	Tx 9x 7x 5-	6.4945	8.0503	3.3682	0.1187	0.1429	0.0044	86.9933
14306	T- 9- 6x 4x	6.4944	6.8733	3.1802	1.1575	1.3517	0.0088	87.0021
14307	K- J- 9- 5-	6.4932	6.6697	3.0643	0.0	0.0	0.0088	87.011
14308	Kx 8x 6x 4x	6.4929	7.5932	2.2419	1.1417	1.3515	0.0014	87.0125
14309	Qx 9- 8- 4x	6.4921	8.0965	2.3454	0.0066	0.0080	0.0088	87.0214
14310	J- T- 7x 3x	6.4919	7.0489	3.3266	0.2794	0.3008	0.0088	87.0302
14311	Tx 9- 8x 2-	6.4918	7.9218	3.1165	0.0151	0.0154	0.0088	87.0391
14312	Jx 8x 6x 3-	6.4915	6.8753	2.2057	1.5542	1.7253	0.0044	87.0435
14313	Jx 8x 8- 4x	6.4905	9.3804	0.8223	0.012	0.0082	0.0044	87.0479
14314	Tx 9- 8x 3x	6.4905	7.8829	3.1173	0.0098	0.0107	0.0044	87.0524
14315	Qx 7y 4x 4y	6.4903	9.1551	0.5942	0.4447	0.3217	0.0044	87.0568
14316	8x 7- 6x 5x	6.4897	8.2747	3.6911	0.813	1.0508	0.0044	87.0612
14317	Jx 7x 6x 6-	6.4894	9.4004	1.3629	0.1383	0.147	0.0044	87.0657
14318	K- Tx 7x 2-	6.4893	7.0536	2.4471	0.3879	0.3923	0.0088	87.0745
14319	K- 6x 6- 5x	6.4891	8.1979	1.1822	1.4079	1.0546	0.0088	87.0834
14320	8x 7x 6- 4-	6.4885	7.7518	3.4415	1.2409	1.4348	0.0088	87.0923
14321	Tx 9- 8- 4x	6.4881	7.9419	3.1038	0.0063	0.0070	0.0088	87.1011
14322	Jx 7x 6x 4-	6.4881	7.4953	2.6202	1.2313	1.4639	0.0044	87.1056
14323	J- 9x 6x 4x	6.488	6.9042	2.6894	1.1615	1.3508	0.0044	87.11
14324	J- 9x 8x 5x	6.4866	7.8752	3.0883	0.0042	0.0058	0.0044	87.1145
14325	Qx 9- 8x 3-	6.4856	8.0454	2.3326	0.0098	0.0089	0.0088	87.1233
14326	Jx 8- 6- 3x	6.4855	6.9398	2.2289	1.5355	1.707	0.0088	87.1322
14327	Q- 7- 5- 3-	6.4849	5.131	2.2434	3.3927	3.7867	0.0088	87.1411
14328	A- K- 9- 7-	6.4848	6.8689	2.6954	0.515	0.5439	0.0088	87.1499
14329	T- 7- 5- 4-	6.4841	5.8398	2.9763	2.6171	3.23	0.0088	87.1588
14330	9x 8x 7- 6x	6.4837	8.6716	3.7365	0.0536	0.1004	0.0044	87.1632
14331	K- T- 6- 4-	6.4822	6.0825	3.1196	1.1815	1.3778	0.0088	87.1721
14332	8x 7x 6x 5-	6.4815	8.1934	3.7648	0.796	1.0825	0.0044	87.1765
14333	K- Tx 8x 2-	6.4813	7.4148	2.7067	0.0138	0.0178	0.0088	87.1854
14334	Kx 7x 7- 2-	6.4809	9.2913	0.1262	0.5278	0.3255	0.0088	87.1943
14335	Q- J- 8- 6-	6.4793	6.9731	3.6281	0.0020	0.0026	0.0088	87.2031
14336	T- 9- 8x 5x	6.4785	7.866	3.3032	0.0037	0.0044	0.0088	87.212
14337	T- 8- 7x 6x	6.4783	8.3085	3.7648	0.0606	0.1	0.0088	87.2209
14338	Jx 7- 6- 3x	6.4776	7.0507	2.2517	1.6903	1.8325	0.0088	87.2297
14339	Kx 9x 5- 5-	6.4775	9.3718	0.6249	0.0	0.0	0.0044	87.2342
14340	9- 8x 6x 5-	6.4773	7.8464	3.5199	0.7647	0.9772	0.0088	87.243
14341	9x 7x 6x 4-	6.4772	7.5054	3.1255	1.2858	1.4498	0.0044	87.2475
14342	9- 8x 6x 5x	6.477	7.8493	3.4536	0.7804	0.9768	0.0044	87.2519
14343	Kx 9x 7x 4-	6.4767	8.2067	2.1834	0.1757	0.2095	0.0044	87.2563
14344	K- Qx 8x 3x	6.4764	7.505	1.914	0.0082	0.0127	0.0044	87.2607
14345	9- 8x 7x 6-	6.4763	8.5585	3.8855	0.0552	0.1022	0.0088	87.2696
14346	K- Jx 7x 2x	6.4763	7.0337	2.0815	0.3907	0.3989	0.0044	87.274
14347	Jx 8- 8- 4x	6.4762	9.459	0.8219	0.0109	0.0078	0.0044	87.2785
14348	Qx 7x 7- 5x	6.4762	9.5221	0.9929	0.2106	0.1822	0.0044	87.2829
14349	T- 8x 6x 4-	6.476	7.1576	3.1025	1.1605	1.3433	0.0088	87.2918
14350	J- 9x 6x 4-	6.4758	6.8348	2.7295	1.1856	1.3462	0.0088	87.3006
14351	Jx 9- 8x 3-	6.4745	7.9	2.7273	0.0117	0.0116	0.0088	87.3095
14352	J- 9- 8- 7-	6.4733	7.6774	3.8638	7.0E-4	0.0017	0.0088	87.3183
14353	Tx 9x 8- 3-	6.4721	7.9919	3.1242	0.0118	0.0106	0.0088	87.3272
14354	Qx 8x 7y 2y	6.4717	8.1758	1.9325	0.3987	0.4189	0.0044	87.3317
14355	K- Q- 8- 8-	6.4712	8.3621	1.5758	0.0	0.0	0.0044	87.3361
14356	9x 7y 5x 5y	6.4711	9.2322	1.5365	0.2767	0.2295	0.0044	87.3405
14357	Tx 7x 7- 5x	6.471	9.4219	1.2517	0.2335	0.1781	0.0044	87.345
14358	8- 8- 6- 5-	6.4706	8.8584	2.0179	0.7767	0.9817	0.0044	87.3494
14359	Q- 6x 6- 4x	6.4706	7.7817	0.9629	1.8495	1.2654	0.0088	87.3583
14360	Tx 7x 6- 3x	6.4702	6.9598	2.5612	1.6943	1.8318	0.0044	87.3627
14361	T- 8x 6x 2-	6.4699	6.3201	2.4852	1.9525	2.0744	0.0088	87.3715
14362	Jx 7- 6x 3-	6.4694	7.074	2.2448	1.6515	1.8382	0.0088	87.3804
14363	Jx 9- 8x 2-	6.4694	7.8817	2.6761	0.0156	0.0159	0.0088	87.3893
14364	Jx 9y 3x 3y	6.4689	8.9282	1.1468	0.0	0.0	0.0044	87.3937
14365	Tx 7- 6x 2-	6.468	6.4873	2.215	2.123	2.2482	0.0088	87.4026
14366	Jx 8- 7x 5-	6.4678	8.36	3.0205	0.1068	0.1478	0.0088	87.4115
14367	9x 8x 6x 2x	6.4678	6.6319	2.6133	1.9137	2.1596	0.0014	87.4129
14368	Qx 7x 6x 4x	6.4676	7.4891	2.4605	1.2494	1.4381	0.0014	87.4144
14369	Kx Qx 8x 4x	6.4676	7.6026	2.1421	0.0040	0.0060	0.0014	87.4159
14370	Tx 8y 7x 3y	6.4668	8.1226	2.5828	0.2838	0.2914	0.0044	87.4203
14371	K- T- 9- 4-	6.466	6.6506	3.2808	0.0	0.0	0.0088	87.4292
14372	Kx 9- 7x 4x	6.466	8.0749	2.1377	0.1897	0.2245	0.0044	87.4336
14373	9x 8x 6x 5x	6.4653	7.8555	3.4623	0.8089	0.9844	0.0014	87.4351
14374	Tx 8x 7y 2y	6.4643	7.9727	2.5724	0.3936	0.397	0.0044	87.4395
14375	T- 8x 6x 5x	6.4629	7.5684	3.2635	0.7737	0.9685	0.0044	87.444
14376	Qx 9- 8- 3x	6.4624	8.0456	2.3207	0.0088	0.0099	0.0088	87.4528
14377	9- 9- 8- 4-	6.4622	8.2056	1.1707	0.0078	0.0080	0.0044	87.4573
14378	Kx 7- 4x 4-	6.4622	9.2096	0.6334	0.4529	0.3228	0.0088	87.4661
14379	Tx 8x 8- 3-	6.462	9.3436	0.913	0.0164	0.0122	0.0088	87.475
14380	Jx 8x 6x 5x	6.4619	7.6408	2.9887	0.7456	0.9364	0.0014	87.4765
14381	Qx 8x 7x 6x	6.4615	8.349	3.0962	0.0697	0.0918	0.0014	87.4779
14382	9x 7x 6x 3-	6.4603	7.0704	2.9091	1.6445	1.8754	0.0044	87.4824
14383	9- 8x 6x 2-	6.4601	6.5833	2.6406	1.934	2.1074	0.0088	87.4913
14384	Kx Tx T- T-	6.4593	8.4916	0.6134	0.0	0.0	0.0044	87.4957
14385	K- 9x 6x 5x	6.459	7.2307	2.565	0.797	0.9961	0.0044	87.5001
14386	T- 9x 7x 5-	6.4589	7.9552	3.4049	0.1105	0.1451	0.0088	87.509
14387	9- 6x 5x 5-	6.4584	8.129	1.5175	1.41	1.0602	0.0088	87.5179
14388	Q- 9x 6- 2x	6.4584	5.9771	1.9312	1.9749	2.0858	0.0088	87.5268
14389	8x 7x 6x 4-	6.4582	7.7026	3.3675	1.2244	1.4665	0.0044	87.5312
14390	K- Jx 8x 3x	6.4581	7.382	2.2673	0.01	0.0109	0.0044	87.5356
14391	8x 7- 6x 4-	6.4579	7.7125	3.4456	1.2363	1.4408	0.0088	87.5445
14392	Tx 9- 8- 3x	6.4578	7.8772	3.1504	0.0102	0.0101	0.0088	87.5534
14393	Qx 7x 7y 2y	6.4577	9.1628	0.1114	0.5297	0.318	0.0044	87.5578
14394	K- 9x 6x 5-	6.4569	7.192	2.6161	0.8047	0.9879	0.0088	87.5667
14395	K- J- 6- 4-	6.4569	6.032	2.8966	1.1773	1.3843	0.0088	87.5755
14396	Kx Jx 8x 2x	6.4565	7.5658	2.1948	0.0214	0.0227	0.0014	87.577
14397	9x 7- 6x 4x	6.4563	7.5021	3.1369	1.2488	1.4726	0.0044	87.5814
14398	9x 8x 6- 3-	6.456	7.0321	2.7954	1.5525	1.6978	0.0088	87.5903
14399	8x 7x 6x 5x	6.4558	8.1304	3.6634	0.8034	1.1005	0.0014	87.5918
14400	T- 7x 7- 6x	6.4557	9.431	1.4963	0.1407	0.1343	0.0088	87.6007
14401	Kx 9x 7x 5x	6.4551	8.1416	2.4668	0.1078	0.1518	0.0014	87.6021
14402	9x 7- 6x 4-	6.4548	7.544	3.1321	1.2393	1.45	0.0088	87.611
14403	K- T- 6- 3-	6.4544	5.6794	2.7279	1.5703	1.7044	0.0088	87.6199
14404	T- 9- 6x 5x	6.454	7.2201	3.3929	0.772	0.9873	0.0088	87.6288
14405	Tx 7- 6x 3-	6.454	6.9988	2.5411	1.6681	1.8415	0.0088	87.6376
14406	Tx 9- 7x 4x	6.4539	7.8856	3.0882	0.1878	0.2166	0.0044	87.6421
14407	9- 7x 6x 5-	6.4536	7.9007	3.6477	0.8293	1.0712	0.0088	87.6509
14408	Tx 8x 6x 3x	6.4522	6.7603	2.6486	1.5075	1.7092	0.0014	87.6524
14409	7- 7- 6- 4-	6.4521	8.2866	1.8167	1.3506	1.4623	0.0044	87.6568
14410	Tx 8x 7y 3y	6.4521	8.0729	2.6152	0.2777	0.3104	0.0044	87.6613
14411	J- Tx 2x 2-	6.4519	8.1	2.3082	0.0	0.0	0.0088	87.6701
14412	Tx 9- 7x 4-	6.4517	7.873	3.1363	0.1907	0.2142	0.0088	87.679
14413	K- Tx 8x 3x	6.4514	7.362	2.6846	0.0104	0.0122	0.0044	87.6834
14414	Q- J- 9- 2-	6.4513	6.5977	3.2058	0.0	0.0	0.0088	87.6923
14415	8x 8- 7x 4x	6.45	9.3264	1.4933	0.186	0.2155	0.0044	87.6967
14416	9x 8- 6- 2x	6.4499	6.6072	2.6166	1.9793	2.0565	0.0088	87.7056
14417	Jx 8y 7x 2y	6.4496	8.0191	2.1693	0.3822	0.4076	0.0044	87.71
14418	Q- 9x 6- 3x	6.4494	6.4072	2.2657	1.5499	1.703	0.0088	87.7189
14419	T- 8x 6x 5-	6.4485	7.5444	3.3306	0.7543	0.9808	0.0088	87.7277
14420	9x 7x 6x 2-	6.4475	6.5683	2.4887	2.1244	2.228	0.0044	87.7322
14421	T- 8x 6x 3x	6.4474	6.6604	2.6287	1.5834	1.6938	0.0044	87.7366
14422	T- 8- 7- 7-	6.4471	9.2168	1.8505	0.0024	0.0022	0.0044	87.741
14423	J- 7- 5- 4-	6.4463	5.723	2.7917	2.6501	3.2607	0.0088	87.7499
14424	Jx 9x 8x 5x	6.4457	7.9704	2.9344	0.0033	0.0033	0.0014	87.7514
14425	9- 8x 7- 6x	6.4454	8.5634	3.8065	0.0571	0.0993	0.0088	87.7602
14426	9x 7x 6- 2-	6.4453	6.5555	2.4769	2.1307	2.2615	0.0088	87.7691
14427	Tx 7x 6x 4x	6.4453	7.3216	2.9528	1.2657	1.4616	0.0014	87.7706
14428	8x 7- 6x 4x	6.4448	7.7189	3.3544	1.2217	1.4818	0.0044	87.775
14429	Jx 9- 8- 4x	6.4445	7.9113	2.7018	0.0060	0.0076	0.0088	87.7839
14430	9x 7x 6x 3x	6.4445	7.0349	2.7951	1.6803	1.8912	0.0014	87.7854
14431	Q- 9x 7x 6-	6.4443	7.9761	3.177	0.055	0.0969	0.0088	87.7942
14432	K- T- 9- 3-	6.4442	6.6247	3.2672	0.0	0.0	0.0088	87.8031
14433	Tx 7x 6- 2-	6.4441	6.4608	2.1763	2.1487	2.2417	0.0088	87.8119
14434	K- Tx 8x 2x	6.4441	7.2857	2.7191	0.0159	0.0156	0.0044	87.8164
14435	Jx 8x 7- 5x	6.444	8.2336	3.0211	0.1197	0.1534	0.0044	87.8208
14436	Q- 9x 6x 4-	6.4438	6.7815	2.5068	1.1913	1.373	0.0088	87.8297
14437	T- 8x 6x 6-	6.4433	9.0938	1.6652	0.0073	0.0060	0.0088	87.8385
14438	Qx 8x 6x 3x	6.443	6.7655	2.0768	1.576	1.6847	0.0014	87.84
14439	Tx 9x 8- 3x	6.443	7.9495	3.0734	0.0102	0.0089	0.0044	87.8444
14440	K- 9x 8x 6-	6.4426	7.9677	2.8862	0.0016	0.0035	0.0088	87.8533
14441	A- Q- 9- 7-	6.4422	6.8238	2.8878	0.5109	0.5385	0.0088	87.8621
14442	9x 8y 7x 4y	6.4421	8.4489	2.9406	0.2024	0.2149	0.0044	87.8666
14443	J- 9x 6- 4x	6.4413	6.7807	2.7148	1.1832	1.3622	0.0088	87.8755
14444	T- 9x 7x 5x	6.4411	7.9131	3.3884	0.1133	0.1509	0.0044	87.8799
14445	T- 8x 6- 5x	6.4405	7.5512	3.3262	0.77	0.9896	0.0088	87.8887
14446	7- 7- 6- 3-	6.44	7.7841	1.5013	1.7815	1.8506	0.0044	87.8932
14447	Tx 8x 7- 5-	6.4396	8.2524	3.3043	0.112	0.1532	0.0088	87.9021
14448	8x 7- 6x 2x	6.4396	6.7471	2.7052	2.0899	2.2543	0.0044	87.9065
14449	J- T- 8- 4-	6.4391	6.8763	3.8544	0.0062	0.0060	0.0088	87.9154
14450	Jx 7x 6x 5x	6.4389	7.762	2.9959	0.8525	1.0163	0.0014	87.9168
14451	T- T- 7- 2-	6.4388	7.5941	0.6569	0.3869	0.3977	0.0044	87.9213
14452	Tx 9x 8- 4x	6.4386	7.9226	3.1105	0.0066	0.0082	0.0044	87.9257
14453	Jx 7x 6x 3-	6.4382	6.984	2.2487	1.6618	1.875	0.0044	87.9301
14454	Qx 7x 7- 4-	6.4376	9.4207	0.6836	0.3155	0.2177	0.0088	87.939
14455	9x 8- 6x 6-	6.4369	9.4299	1.685	0.0061	0.0080	0.0088	87.9479
14456	9x 8x 6- 6-	6.4366	9.425	1.6819	0.0053	0.0066	0.0044	87.9523
14457	8x 7x 7- 4x	6.4366	9.2807	1.3546	0.3132	0.2101	0.0044	87.9568
14458	K- Qx 8x 2x	6.4362	7.4361	1.9717	0.0152	0.0154	0.0044	87.9612
14459	Qx 9- 8- 2x	6.4358	7.9849	2.3044	0.0158	0.0154	0.0088	87.97
14460	T- 9x 7- 5x	6.4355	7.915	3.4187	0.1115	0.1469	0.0088	87.9789
14461	9- 8x 7x 6x	6.4353	8.503	3.81	0.0559	0.0973	0.0044	87.9833
14462	Jx 8- 7x 5x	6.4352	8.2454	3.0057	0.1179	0.1538	0.0044	87.9878
14463	8x 8- 7x 4-	6.4345	9.3048	1.5054	0.1905	0.2132	0.0088	87.9966
14464	J- 6x 6- 5x	6.4343	8.1773	1.1938	1.3878	1.0408	0.0088	88.0055
14465	Jx 9x 8- 4-	6.4334	7.9607	2.7038	0.0080	0.0079	0.0088	88.0144
14466	7- 7- 6- 5-	6.4333	8.7555	2.0428	0.8736	1.0806	0.0044	88.0188
14467	T- 6x 6- 3x	6.433	7.3819	0.8207	2.244	1.4506	0.0088	88.0276
14468	K- Tx 8- 2x	6.4325	7.3367	2.7056	0.016	0.0165	0.0088	88.0365
14469	Jx 7x 6- 2-	6.4324	6.4949	1.8819	2.1236	2.2443	0.0088	88.0454
14470	T- 9x 8x 4-	6.4321	7.827	3.1199	0.0061	0.0075	0.0088	88.0542
14471	Jx 8- 6x 3x	6.432	6.8128	2.2498	1.5571	1.7195	0.0044	88.0587
14472	K- 9- 9- 5-	6.432	7.8202	0.5901	0.0	0.0	0.0044	88.0631
14473	Jx 8y 7x 3y	6.4317	8.0685	2.2066	0.2921	0.3176	0.0044	88.0675
14474	9x 8x 6- 3x	6.4316	7.0001	2.752	1.5742	1.6825	0.0044	88.072
14475	Kx 7y 2x 2y	6.4311	8.647	0.1469	0.9017	0.609	0.0044	88.0764
14476	9- 6x 4x 4-	6.4309	7.3284	1.3212	2.1395	1.4811	0.0088	88.0853
14477	9- 9- 8- 3-	6.4294	8.1424	1.1413	0.0111	0.0136	0.0044	88.0897
14478	Q- 9- 9- 4-	6.4291	7.7686	0.5947	0.0	0.0	0.0044	88.0941
14479	Jx 8- 7- 5x	6.4282	8.3082	3.0462	0.1151	0.1441	0.0088	88.103
14480	K- 8x 7x 7-	6.4275	9.3726	1.2451	0.0031	0.0039	0.0088	88.1119
14481	9x 7- 6- 3x	6.4271	7.0255	2.8777	1.6769	1.8294	0.0088	88.1207
14482	9x 7- 6x 2x	6.426	6.5751	2.4145	2.1343	2.2201	0.0044	88.1252
14483	Qx 9x 8x 5x	6.4249	7.9259	2.7523	0.0033	0.0033	0.0014	88.1267
14484	Jx 8x 6- 3x	6.4247	6.7927	2.257	1.5224	1.7027	0.0044	88.1311
14485	Jx 9x 7x 5x	6.4241	7.9583	3.1474	0.1174	0.1496	0.0014	88.1326
14486	K- 9x 6x 2x	6.4241	5.9882	1.5919	2.0104	2.0521	0.0044	88.137
14487	Kx 7x 5x 5-	6.4228	9.2572	0.9306	0.2781	0.2059	0.0044	88.1414
14488	K- J- 6- 5-	6.4224	6.3589	3.2167	0.7766	0.9971	0.0088	88.1503
14489	9x 7x 6x 4x	6.4223	7.4106	3.045	1.2682	1.4665	0.0014	88.1518
14490	Q- 6x 6- 5x	6.4222	8.1209	1.1637	1.409	1.061	0.0088	88.1607
14491	9- 9- 8- 2-	6.4214	8.0871	1.1453	0.0153	0.0178	0.0044	88.1651
14492	K- T- 7x 4x	6.4206	7.0873	3.0333	0.1854	0.2092	0.0088	88.174
14493	Tx 7- 7- 5x	6.42	9.3949	1.212	0.2237	0.1722	0.0044	88.1784
14494	9x 8y 7y 4x	6.4199	8.4177	2.9364	0.185	0.2216	0.0044	88.1828
14495	9- 8x 6- 5x	6.4196	7.7575	3.5316	0.7866	0.9725	0.0088	88.1917
14496	Tx 9x 7- 4-	6.419	7.9129	3.1388	0.1904	0.2161	0.0088	88.2005
14497	K- 9x 6x 3-	6.4189	6.3908	1.9745	1.5419	1.7278	0.0088	88.2094
14498	Qx 9x 8- 2-	6.4188	8.0759	2.3183	0.0153	0.0166	0.0088	88.2183
14499	K- 9x 6x 3x	6.4186	6.4023	1.9439	1.5697	1.7012	0.0044	88.2227
14500	Q- J- 7- 7-	6.4186	8.2206	1.9365	0.0	0.0	0.0044	88.2271
14501	K- J- 6- 2-	6.4184	5.2092	2.1316	1.9879	2.0861	0.0088	88.236
14502	Qx 9y 2x 2y	6.4183	8.9142	0.7546	0.0	0.0	0.0044	88.2404
14503	Q- 9x 7x 6x	6.4181	7.9399	3.1202	0.0528	0.0936	0.0044	88.2449
14504	Kx 8x 8- 2-	6.4177	9.7841	0.1352	0.0207	0.0127	0.0088	88.2537
14505	Kx 7x 4- 4-	6.4174	9.1486	0.6163	0.4477	0.3275	0.0044	88.2582
14506	9x 7x 7y 2y	6.4172	9.0543	0.8003	0.5277	0.3259	0.0044	88.2626
14507	9x 7x 6x 5x	6.417	7.9173	3.4613	0.7979	1.0501	0.0014	88.2641
14508	Qx 9x 8- 3-	6.4168	8.0637	2.3352	0.0088	0.0115	0.0088	88.273
14509	K- 9x 6x 2-	6.4157	6.0055	1.6226	1.9819	2.0828	0.0088	88.2818
14510	Tx 7- 6x 3x	6.4152	6.9415	2.5314	1.6724	1.7915	0.0044	88.2863
14511	Q- 9- 9- 3-	6.4134	7.7411	0.6015	0.0	0.0	0.0044	88.2907
14512	8- 7x 6x 5-	6.412	8.1757	3.7763	0.8154	1.0589	0.0088	88.2996
14513	J- 9x 8- 5x	6.4114	7.8155	3.1119	0.0040	0.0046	0.0088	88.3084
14514	K- Jx 8x 2x	6.4113	7.2951	2.2563	0.0122	0.0147	0.0044	88.3128
14515	Tx 8x 8- 2-	6.4109	9.2749	0.9067	0.0208	0.0158	0.0088	88.3217
14516	Jx 8x 6x 2x	6.4108	6.279	1.9974	2.0188	2.089	0.0014	88.3232
14517	Tx 7- 6- 3x	6.4104	6.9364	2.5732	1.6528	1.8214	0.0088	88.3321
14518	8- 6- 6- 5-	6.4093	8.2748	1.7563	1.4113	1.0369	0.0044	88.3365
14519	8x 7x 6- 2-	6.4091	6.7022	2.7232	2.1071	2.2071	0.0088	88.3454
14520	K- T- 6- 2-	6.409	5.2086	2.3475	1.9892	2.1141	0.0088	88.3542
14521	Tx 9y 3x 3y	6.4086	8.8115	1.6032	0.0	0.0	0.0044	88.3587
14522	8- 7x 6- 5x	6.4076	8.1767	3.7999	0.7993	1.0462	0.0088	88.3675
14523	Qx 9- 7x 4-	6.407	7.959	2.3514	0.197	0.2166	0.0088	88.3764
14524	K- Tx 8- 3x	6.4065	7.3381	2.7264	0.0103	0.0102	0.0088	88.3852
14525	J- 8x 8- 5x	6.4065	9.2489	1.1278	0.0097	0.0078	0.0088	88.3941
14526	Q- T- 7x 4x	6.4064	7.0576	3.2664	0.1863	0.2178	0.0088	88.403
14527	8x 7- 6- 4x	6.4062	7.6443	3.4437	1.244	1.4425	0.0088	88.4118
14528	Q- T- 7- 6-	6.4048	7.0893	3.9487	0.0552	0.1023	0.0088	88.4207
14529	Tx 7x 7- 4-	6.4043	9.2163	1.0849	0.3224	0.2179	0.0088	88.4296
14530	K- J- 6- 3-	6.4036	5.5866	2.5095	1.5555	1.7129	0.0088	88.4384
14531	8x 7x 7- 4-	6.4033	9.2616	1.3574	0.323	0.2259	0.0088	88.4473
14532	9x 7- 6- 4x	6.4028	7.4187	3.1568	1.2611	1.4642	0.0088	88.4561
14533	9- 7x 7- 5x	6.4022	9.4268	1.4743	0.2206	0.1748	0.0088	88.465
14534	9x 8x 6- 4x	6.402	7.3568	3.0222	1.1598	1.3163	0.0044	88.4695
14535	Qx 8x 7- 5x	6.4017	8.3699	2.7144	0.1142	0.1492	0.0044	88.4739
14536	Kx 7- 7- 2x	6.4008	9.2488	0.1238	0.5096	0.3364	0.0044	88.4783
14537	K- T- 6- 5-	6.3997	6.3538	3.3512	0.7918	0.9854	0.0088	88.4872
14538	Jx 9- 8x 4x	6.3984	7.7708	2.6794	0.0062	0.0067	0.0044	88.4916
14539	Q- 9x 6- 4x	6.3984	6.7066	2.5142	1.1745	1.3601	0.0088	88.5005
14540	Jx 9x 8- 3-	6.3979	7.9118	2.6873	0.0088	0.0112	0.0088	88.5093
14541	7- 6- 2- 2-	6.3973	5.6296	1.3141	3.8845	2.5036	0.0044	88.5138
14542	Q- 9x 7- 6x	6.3964	7.9279	3.1325	0.0588	0.0947	0.0088	88.5226
14543	Jx 7- 6x 3x	6.3961	6.9233	2.2273	1.6944	1.8322	0.0044	88.5271
14544	8- 6- 6- 4-	6.396	7.8407	1.5156	1.8195	1.276	0.0044	88.5315
14545	K- 6x 6- 3x	6.3959	7.2674	0.7059	2.2471	1.4647	0.0088	88.5404
14546	K- 9x 6- 5x	6.3954	7.1556	2.5888	0.7614	0.9838	0.0088	88.5492
14547	K- Jx 3x 3-	6.3953	8.1143	1.494	0.0	0.0	0.0088	88.5581
14548	8- 7x 6x 4-	6.3951	7.6268	3.4489	1.2364	1.4703	0.0088	88.5669
14549	8x 7x 6- 2x	6.395	6.6903	2.6972	2.0932	2.2182	0.0044	88.5714
14550	8- 7x 6x 5x	6.395	8.0991	3.7279	0.8029	1.0552	0.0044	88.5758
14551	T- 8x 6- 4x	6.3948	7.0424	3.0901	1.1693	1.3448	0.0088	88.5847
14552	T- 8x 6- 2x	6.3942	6.2037	2.485	1.9664	2.0854	0.0088	88.5936
14553	Q- Tx 7x 2x	6.3941	6.9279	2.6584	0.3692	0.419	0.0044	88.598
