Rank	Hole Cards	Overall	WinHi %	TieHi %	WinLo %	TieLo %	Occur %	Cumul %
1171	Ax Q- Q- 4x	16.8999	14.5072	1.0206	7.4197	7.0546	0.0044	6.9868
1172	A- Tx 2x 2-	16.8927	7.1496	1.073	18.1482	9.6673	0.0088	6.9956
1173	Ax Ay Jx 6y	16.8918	19.9079	0.793	4.512	2.8231	0.0044	7.0001
1174	Ax Q- 8- 2x	16.8876	9.8875	1.8288	12.782	11.2687	0.0088	7.0089
1175	A- J- T- 2-	16.886	7.3193	3.5181	13.9624	12.1536	0.0088	7.0178
1176	A- Kx 9x 2-	16.8856	8.8984	1.715	13.9567	12.0526	0.0088	7.0267
1177	Ax Q- 8x 2-	16.8841	9.8775	1.8349	12.7959	11.2834	0.0088	7.0355
1178	A- 9x 5x 2-	16.8798	5.8649	1.4237	18.0998	14.7593	0.0088	7.0444
1179	Ax Ky 6x 4y	16.8796	14.0932	2.5228	9.1205	8.0016	0.0044	7.0488
1180	Ax Kx 9x 2-	16.8776	8.8082	1.6845	13.9568	12.1255	0.0044	7.0533
1181	Ax 8- 2x 2-	16.875	9.3627	0.2542	16.747	8.9882	0.0088	7.0621
1182	Ax Qy Tx 4y	16.8747	14.3546	3.1826	7.468	7.0905	0.0044	7.0666
1183	Ax Kx 6x 2x	16.8701	7.7669	1.7321	15.1208	12.8997	0.0014	7.068
1184	Ax Ay Qx 6y	16.87	19.8727	0.7782	4.4977	2.8036	0.0044	7.0725
1185	A- K- Q- 2-	16.8693	7.3147	2.8226	13.8846	12.1733	0.0088	7.0813
1186	Ax Jx 8- 2-	16.8664	10.0367	2.1581	12.7791	11.2532	0.0088	7.0902
1187	A- T- T- 2-	16.866	8.1749	0.8773	13.8628	12.2098	0.0044	7.0946
1188	A- A- Jx 4x	16.863	13.3906	0.8833	11.3483	6.4853	0.0044	7.099
1189	Ax 8x 4- 3x	16.8579	8.1073	1.5741	15.9109	13.6158	0.0044	7.1035
1190	A- 6x 5x 2x	16.8558	6.1668	2.003	18.0766	14.8439	0.0044	7.1079
1191	Ax 8x 5x 2x	16.8533	7.3329	1.7187	16.6968	13.7664	0.0014	7.1094
1192	A- Q- 4- 3-	16.8522	5.6928	2.372	17.094	14.3452	0.0088	7.1182
1193	Ax Qx 5x 3x	16.8444	8.369	2.441	14.4896	12.3395	0.0014	7.1197
1194	Ax Tx 7- 2-	16.8437	9.8361	2.1223	13.2494	11.5538	0.0088	7.1286
1195	Ax Q- Jx 3x	16.8404	10.792	3.2253	10.6012	9.4269	0.0044	7.133
1196	Ax J- 7x 2-	16.8382	9.5945	1.7755	13.251	11.5628	0.0088	7.1419
1197	Ax J- 7- 2x	16.8355	9.5409	1.7961	13.2414	11.6045	0.0088	7.1508
1198	A- Qx 5- 3x	16.8343	8.4439	2.5119	14.5302	12.2557	0.0088	7.1596
1199	Ax 8- 4x 3x	16.834	8.1003	1.5805	15.9743	13.4347	0.0044	7.1641
1200	Ax Kx 7- 2-	16.8266	9.8158	1.7025	13.1773	11.5889	0.0088	7.1729
1201	A- Q- J- 2-	16.8218	7.2375	3.1336	13.9308	12.1563	0.0088	7.1818
1202	Ax 8x 2- 2-	16.8158	9.3342	0.2704	16.6851	9.0586	0.0044	7.1862
1203	Ax Qx Q- 4-	16.8158	14.5461	1.0164	7.4929	6.9898	0.0088	7.1951
1204	Ax J- Tx 3x	16.8113	10.8066	3.5704	10.5536	9.5056	0.0044	7.1995
1205	Ax Q- 7x 2-	16.8102	9.6135	1.6087	13.2489	11.5608	0.0088	7.2084
1206	A- 9x 5- 2x	16.809	5.7927	1.4356	17.9835	14.8417	0.0088	7.2173
1207	A- Qx 5x 3-	16.8088	8.4834	2.5197	14.4993	12.164	0.0088	7.2261
1208	Ax K- 3x 3-	16.7948	10.8153	1.3307	13.7801	7.5009	0.0088	7.235
1209	Ax 6- 6- 2x	16.7893	10.1877	0.3713	14.6082	11.1777	0.0044	7.2394
1210	Ax Jy Ty 4x	16.789	14.0017	3.6076	7.4837	7.0707	0.0044	7.2438
1211	A- Qx 6x 2-	16.7872	7.734	1.7354	15.2331	12.8637	0.0088	7.2527
1212	Ax 5x 5- 3x	16.7865	9.8215	1.0735	15.1459	10.5136	0.0044	7.2571
1213	Ax K- Qx 3x	16.7835	10.8053	2.8815	10.4577	9.5478	0.0044	7.2616
1214	Ax Tx T- 3x	16.7827	11.6605	0.9193	10.5196	9.5037	0.0044	7.266
1215	Ax K- 8- 2x	16.7775	9.9258	1.6799	12.7464	11.3309	0.0088	7.2749
1216	Ax Kx 5y 4y	16.7757	11.7536	2.8121	11.3237	9.7543	0.0044	7.2793
1217	A- 6x 5x 2-	16.7709	5.9913	2.0456	18.1276	14.8773	0.0088	7.2882
1218	Ax Jx T- 3x	16.7677	10.7738	3.5993	10.4972	9.5348	0.0044	7.2926
1219	Ax 8x 5y 3y	16.7634	10.4714	2.0131	13.5871	11.543	0.0044	7.297
1220	Ax Q- 3x 3-	16.7627	10.7625	1.2718	13.855	7.4734	0.0088	7.3059
1221	Ax 6- 5x 3x	16.7601	9.1643	2.3683	14.8107	12.4431	0.0044	7.3103
1222	Ax K- 8x 2-	16.7576	9.9461	1.6804	12.7574	11.3207	0.0088	7.3192
1223	A- 5x 5- 2x	16.7503	6.8007	0.7578	18.3648	12.5712	0.0088	7.3281
1224	A- Qx 6- 2x	16.7443	7.6274	1.7083	15.3075	12.8768	0.0088	7.3369
1225	Ax Tx 9x 2x	16.7434	8.5096	2.8276	13.8326	12.1927	0.0014	7.3384
1226	Ax 9x 8y 2y	16.7423	10.8185	1.9489	12.8145	11.284	0.0044	7.3428
1227	Ax Q- 7- 2x	16.7368	9.4929	1.6118	13.2315	11.5682	0.0088	7.3517
1228	Ax Ky 6y 4x	16.7366	14.0091	2.5049	8.9865	8.0395	0.0044	7.3561
1229	Ax Qx J- 3x	16.7343	10.6901	3.2343	10.5689	9.4883	0.0044	7.3605
1230	Ax 7x 4x 3x	16.7252	7.5704	1.8433	16.3659	13.4819	0.0014	7.362
1231	A- K- J- 2-	16.7221	7.1294	2.7645	13.9085	12.2076	0.0088	7.3709
1232	A- J- 4- 3-	16.7206	5.5274	2.3202	17.0938	14.4017	0.0088	7.3797
1233	A- Kx Q- 3x	16.7189	10.782	2.8924	10.5524	9.4724	0.0088	7.3886
1234	Ax Tx 9y 3y	16.7174	11.9956	2.8537	10.5354	9.4098	0.0044	7.393
1235	Ax A- A- 4x	16.7094	9.7208	0.1104	17.7424	4.7052	0.0044	7.3975
1236	A- Q- T- 2-	16.7029	7.082	3.1291	13.9474	12.0817	0.0088	7.4064
1237	A- 6- 5x 2x	16.6978	5.8622	2.0343	18.2053	14.8186	0.0088	7.4152
1238	Ax 9x 9y 3y	16.6894	12.6937	0.3018	10.5342	9.4742	0.0044	7.4196
1239	Ax Kx 6y 3y	16.6881	10.9685	2.128	11.9223	10.4307	0.0044	7.4241
1240	Ax K- Jx 3x	16.6831	10.6284	2.8106	10.5998	9.5205	0.0044	7.4285
1241	Ax Qx Jy 4y	16.6829	13.9602	3.2331	7.5368	7.04	0.0044	7.4329
1242	Ax Jx 7- 2-	16.6824	9.6382	1.7966	13.2446	11.4757	0.0088	7.4418
1243	Ax Kx Q- 3x	16.6811	10.702	2.8516	10.4659	9.5175	0.0044	7.4462
1244	Ax Qx 8- 2-	16.6802	9.853	1.8483	12.7824	11.2897	0.0088	7.4551
1245	Ax 7x 5- 3-	16.68	10.1472	2.3611	13.7958	11.6202	0.0088	7.4639
1246	Ax 6x 5x 3-	16.6791	9.1547	2.3707	14.7063	12.3558	0.0044	7.4684
1247	A- 6x 5- 2x	16.668	5.8575	2.0604	18.0545	14.8663	0.0088	7.4772
1248	Ax 7- 5x 3-	16.6658	10.2108	2.3536	13.7066	11.6456	0.0088	7.4861
1249	A- 4- 3- 3-	16.6645	6.014	0.8497	19.9415	11.124	0.0044	7.4905
1250	Ax Qx 6x 2x	16.6635	7.4973	1.7532	15.1774	12.8087	0.0014	7.492
1251	A- 8- 4- 2-	16.6592	4.4552	1.361	19.5021	16.0568	0.0088	7.5009
1252	Ax Jx Tx 3-	16.6442	10.8094	3.5536	10.5475	9.4527	0.0044	7.5053
1253	Ax 6x 5- 3x	16.6383	9.0732	2.4168	14.6846	12.4331	0.0044	7.5097
1254	Ax 7- 5- 3x	16.6356	10.1088	2.4001	13.758	11.6414	0.0088	7.5186
1255	Ax Qx T- 3x	16.6352	10.5761	3.1269	10.6009	9.4851	0.0044	7.523
1256	Ax Kx 8- 2-	16.6217	9.9158	1.6907	12.833	11.3376	0.0088	7.5319
1257	Ax Q- Tx 3x	16.6171	10.592	3.1201	10.5309	9.5023	0.0044	7.5363
1258	A- Kx Qx 3-	16.6106	10.7664	2.8692	10.5991	9.4522	0.0088	7.5452
1259	Ax J- 3x 3-	16.5971	10.6054	1.2429	13.7989	7.4492	0.0088	7.5541
1260	A- Jx J- 3x	16.5939	11.0792	0.965	10.537	9.4611	0.0088	7.5629
1261	Ax 7x 2x 2-	16.5897	8.1913	0.2577	17.5016	9.2733	0.0044	7.5674
1262	Ax Kx Qx 3-	16.5857	10.6665	2.8652	10.581	9.4403	0.0044	7.5718
1263	A- 9- 5x 2x	16.5843	5.3825	1.4405	18.0889	14.8653	0.0088	7.5806
1264	Ax Qx 7- 2-	16.5843	9.5406	1.6199	13.2095	11.5433	0.0088	7.5895
1265	Ax Kx 3- 3-	16.5814	10.7609	1.3254	13.8054	7.5383	0.0044	7.5939
1266	Ax 5y 4x 4y	16.5802	12.0635	1.2211	13.3194	7.5652	0.0044	7.5984
1267	A- A- 6x 4x	16.5788	11.887	1.0796	13.2264	7.3322	0.0044	7.6028
1268	A- Qx 9x 2-	16.5749	8.2442	2.0366	13.9225	12.1424	0.0088	7.6117
1269	Ax 9- 6x 2x	16.5697	8.0627	1.3942	15.2531	12.8273	0.0044	7.6161
1270	A- K- T- 2-	16.5637	6.9423	2.7289	13.9584	12.085	0.0088	7.625
1271	Ax Jy Tx 4y	16.563	13.9126	3.6377	7.4523	6.9771	0.0044	7.6294
1272	Ax Qx Jx 3-	16.5618	10.733	3.1768	10.5611	9.3668	0.0044	7.6339
1273	A- Qx 9- 2x	16.5571	8.1408	2.0216	13.8926	12.1544	0.0088	7.6427
1274	Ax Ay 8x 6y	16.5556	19.8304	1.0464	4.3485	2.7814	0.0044	7.6472
1275	Ax Jx 5x 3x	16.554	8.0758	2.3448	14.4472	12.2579	0.0014	7.6486
1276	Ax Tx 6x 2x	16.552	7.3988	1.8537	15.1023	12.8489	0.0014	7.6501
1277	Ax T- 8x 2x	16.5465	9.1923	2.5274	12.7809	11.3149	0.0044	7.6545
1278	Ax Qx Qy 5y	16.5447	17.052	1.0208	4.8811	4.8525	0.0044	7.659
1279	Ax Qy 7y 3x	16.5443	12.4171	1.9058	10.2291	9.1598	0.0044	7.6634
1280	Ax K- Tx 3x	16.5441	10.4655	2.7731	10.6178	9.504	0.0044	7.6679
1281	Ax Qx 5y 4y	16.5437	11.4897	2.772	11.2676	9.7153	0.0044	7.6723
1282	A- T- 4- 3-	16.5412	5.3077	2.2549	17.1465	14.3814	0.0088	7.6812
1283	Ax 9x 7y 2y	16.5398	10.2421	1.6372	13.2375	11.556	0.0044	7.6856
1284	A- A- Tx 4x	16.538	12.9006	0.932	11.3705	6.4372	0.0044	7.69
1285	Ax A- Q- 5x	16.5374	16.0226	0.947	7.9004	4.7463	0.0088	7.6989
1286	Kx Ky 4x 2y	16.5348	16.1456	0.5692	6.31	6.1881	0.0044	7.7033
1287	Ax A- K- 5x	16.5277	15.9793	0.9608	7.8521	4.7842	0.0088	7.7122
1288	Qx Qy Jx Jy	16.5269	21.5833	1.0889	0.0	0.0	0.0022	7.7144
1289	A- Qx 5x 3x	16.5256	8.0328	2.5244	14.4734	12.1734	0.0044	7.7188
1290	Ax Ky 4x 4y	16.5242	14.4378	1.3794	9.6426	5.5341	0.0044	7.7233
1291	Ax Qy 8y 3x	16.5215	12.525	1.8861	9.8418	8.9434	0.0044	7.7277
1292	Ax 7x 6- 2-	16.5188	9.3685	1.7804	14.3032	12.086	0.0088	7.7366
1293	A- Kx J- 3x	16.5149	10.5695	2.8372	10.4822	9.5245	0.0088	7.7455
1294	Ax Kx J- 3x	16.5148	10.4817	2.8064	10.5448	9.4616	0.0044	7.7499
1295	A- Kx 9x 2x	16.5132	8.2513	1.7006	13.9208	12.0527	0.0044	7.7543
1296	Ax Qx 6y 3y	16.5125	10.7839	2.0635	11.8888	10.3981	0.0044	7.7588
1297	Ax K- 5- 4x	16.5123	11.0102	2.9031	11.3112	9.7726	0.0088	7.7677
1298	A- A- 8x 3x	16.5114	11.3226	0.2463	13.8122	7.6218	0.0044	7.7721
1299	Ax Qy 7x 3y	16.5109	12.4093	1.8922	10.2109	9.1696	0.0044	7.7765
1300	Ax K- 5x 4-	16.5096	11.0466	2.9033	11.2391	9.8101	0.0088	7.7854
1301	Ax A- 6x 5x	16.5028	14.7014	1.3001	9.8597	5.651	0.0044	7.7898
1302	Ax A- T- 5x	16.5005	16.0289	0.9278	7.8491	4.7585	0.0088	7.7987
1303	Ax Jx 5y 4y	16.4933	11.3938	2.7385	11.3181	9.8398	0.0044	7.8031
1304	Ax K- 6x 3-	16.4852	10.3574	2.1586	11.9716	10.3371	0.0088	7.812
1305	Ax A- J- 5x	16.4834	15.965	0.9648	7.8371	4.7479	0.0088	7.8208
1306	Ax Jx 9x 2x	16.4821	8.1839	2.3548	13.7392	12.1756	0.0014	7.8223
1307	Ax Jx 6x 2x	16.4817	7.3604	1.6615	15.0091	13.0332	0.0014	7.8238
1308	Ax A- 9x 4x	16.48	13.7452	0.2969	11.3013	6.4781	0.0044	7.8282
1309	Ax 6- 3x 3-	16.4792	10.2026	0.6168	15.1898	8.3072	0.0088	7.8371
1310	Ax Qy 8x 3y	16.4776	12.54	1.9343	9.7583	8.8543	0.0044	7.8415
1311	A- A- 9- 3-	16.4748	10.3564	0.2525	14.9107	8.1157	0.0044	7.8459
1312	Ax K- 6- 3x	16.4744	10.3224	2.1814	11.956	10.3972	0.0088	7.8548
1313	Ax 8x 6- 2-	16.4744	9.4528	1.7487	14.0918	12.0176	0.0088	7.8637
1314	Ax Tx 8x 2-	16.4716	9.2496	2.5697	12.7864	11.2969	0.0044	7.8681
1315	A- Qx 6x 2x	16.4669	7.2837	1.7105	15.1894	12.8328	0.0044	7.8725
1316	Ax 7- 6x 2-	16.4659	9.3322	1.7796	14.2586	12.1043	0.0088	7.8814
1317	Ax T- 3x 3-	16.4649	10.4714	1.2292	13.7475	7.4705	0.0088	7.8903
1318	Ax Qx 9x 2x	16.4625	8.0325	1.9682	13.9244	12.14	0.0014	7.8918
1319	Ax Tx 5x 3x	16.4572	7.9432	2.2961	14.5487	12.3689	0.0014	7.8932
1320	Ax A- 8x 4x	16.4562	13.9593	0.514	10.681	6.0702	0.0044	7.8977
1321	Ax 6x 3- 3-	16.4542	10.1439	0.6248	15.2772	8.3256	0.0044	7.9021
1322	Ax Qx Tx 3-	16.4534	10.5402	3.146	10.5516	9.4509	0.0044	7.9065
1323	Ax 7- 6- 2x	16.4516	9.3096	1.7668	14.2487	12.0896	0.0088	7.9154
1324	Ax Tx 6y 3y	16.4429	10.6762	2.2391	11.9542	10.3899	0.0044	7.9198
1325	Ax 9x 6- 2x	16.4425	8.037	1.3894	15.305	12.9132	0.0044	7.9243
1326	Ax Jx 9y 3y	16.441	11.6488	2.4293	10.5072	9.4061	0.0044	7.9287
1327	Ax 8- 6x 2-	16.4344	9.425	1.7584	14.118	11.9766	0.0088	7.9376
1328	Ax Jy 8x 3y	16.4341	12.1541	2.2621	9.9077	8.9047	0.0044	7.942
1329	Ax Kx Jy 4y	16.4341	13.7632	2.8421	7.5099	6.9274	0.0044	7.9464
1330	Ax Kx 9x 2x	16.4328	7.9834	1.643	13.8958	12.2319	0.0014	7.9479
1331	A- 9x 4x 3x	16.4286	6.0171	1.4412	17.1871	14.413	0.0044	7.9523
1332	Ax Kx T- 3x	16.4238	10.3157	2.7288	10.6335	9.4093	0.0044	7.9568
1333	A- Kx Jx 3-	16.4221	10.5658	2.8255	10.561	9.4931	0.0088	7.9656
1334	A- Kx T- 3x	16.4194	10.4237	2.8057	10.5751	9.4354	0.0088	7.9745
1335	A- 4- 4- 3-	16.4193	6.1462	0.888	18.7305	12.2304	0.0044	7.9789
1336	A- 6x 4x 3x	16.4185	6.16	2.0686	17.4036	14.4338	0.0044	7.9833
1337	Ax 9x 6x 2-	16.4165	8.0609	1.3866	15.2789	12.791	0.0044	7.9878
1338	Ax 8- 6- 2x	16.4106	9.3698	1.7686	14.0974	11.9927	0.0088	7.9966
1339	Ax Qx 3- 3-	16.4039	10.5594	1.2636	13.7861	7.5228	0.0044	8.0011
1340	Ax Tx 8- 2x	16.3973	9.2086	2.5074	12.7546	11.3425	0.0044	8.0055
1341	Ax A- Kx K-	16.3938	22.1669	0.4743	0.0	0.0	0.0088	8.0144
1342	A- Jx 9x 2-	16.3881	7.8931	2.4151	13.8794	12.1738	0.0088	8.0233
1343	Ax 5x 5y 4y	16.3766	12.1512	1.2517	12.3072	8.5405	0.0044	8.0277
1344	Ax Jx 3- 3-	16.3759	10.5368	1.2684	13.8366	7.4904	0.0044	8.0321
1345	A- A- 7- 3-	16.3749	10.6373	0.4922	14.358	7.8755	0.0044	8.0365
1346	A- 5- 5- 2-	16.3738	6.0966	0.7631	18.5196	12.602	0.0044	8.041
1347	Ax Tx 5y 4y	16.3694	11.2697	2.7308	11.3368	9.7422	0.0044	8.0454
1348	A- K- 2- 2-	16.3682	6.1005	1.2102	18.2414	9.7257	0.0044	8.0498
1349	Ax Qx 9y 3y	16.3644	11.4282	2.0991	10.5848	9.4805	0.0044	8.0543
1350	A- 6x 4- 3x	16.3614	6.1057	2.06	17.3938	14.4325	0.0088	8.0631
1351	Ax Kx Jx 3-	16.3578	10.435	2.8187	10.5428	9.472	0.0044	8.0676
1352	Ax Jx 6y 3y	16.3577	10.6162	2.0117	11.9441	10.2799	0.0044	8.072
1353	A- Tx 9x 2-	16.3564	7.7611	2.8318	13.9678	12.1349	0.0088	8.0809
1354	Ax Jx Ty 4y	16.3549	13.5164	3.6387	7.4529	7.0343	0.0044	8.0853
1355	Ax A- Qx 5-	16.3546	16.0171	0.945	7.847	4.7495	0.0088	8.0942
1356	A- Jx 9- 2x	16.3543	7.7899	2.3923	13.87	12.1581	0.0088	8.103
1357	A- 6x 4x 3-	16.3517	6.109	2.0688	17.3739	14.4827	0.0088	8.1119
1358	Ax 9- 5x 3x	16.3455	8.4938	1.8325	14.459	12.1714	0.0044	8.1163
1359	Ax Jy 8y 3x	16.3418	12.1008	2.2126	9.8649	8.9117	0.0044	8.1208
1360	Ax Q- 5- 4x	16.3416	10.795	2.8627	11.2977	9.7711	0.0088	8.1296
1361	Ax Tx Ty 4y	16.3387	14.297	0.9757	7.5717	6.9512	0.0044	8.1341
1362	Ax A- Jx 5-	16.3378	15.9732	0.9524	7.8464	4.7764	0.0088	8.1429
1363	Ax 8- 5x 3-	16.3329	9.7802	2.0309	13.6695	11.5253	0.0088	8.1518
1364	Ax A- Kx 5-	16.3292	15.9184	0.9788	7.8686	4.728	0.0088	8.1607
1365	Ax Q- 5x 4-	16.3242	10.8347	2.8183	11.2524	9.8003	0.0088	8.1695
1366	Ax Kx 5- 4-	16.3217	10.9839	2.9275	11.2632	9.7679	0.0088	8.1784
1367	Qx Qy 3x 2y	16.3215	13.2883	0.384	8.8289	8.3511	0.0044	8.1828
1368	A- Kx Tx 3-	16.32	10.4718	2.7998	10.5667	9.4493	0.0088	8.1917
1369	A- 9x 4x 3-	16.3198	5.8713	1.4551	17.1425	14.4156	0.0088	8.2005
1370	Ax T- 7x 2x	16.3137	8.6891	2.1108	13.2424	11.54	0.0044	8.205
1371	A- Tx 9- 2x	16.3136	7.6206	2.8575	13.9191	12.1703	0.0088	8.2138
1372	Ax K- 7x 2x	16.3084	8.7116	1.6519	13.1944	11.6378	0.0044	8.2183
1373	A- Jx 5x 3-	16.3075	7.6824	2.4691	14.521	12.2572	0.0088	8.2272
1374	Ax A- Tx 5-	16.3068	15.999	0.913	7.8418	4.7714	0.0088	8.236
1375	A- 6- 4x 3x	16.3024	6.0112	2.0783	17.4045	14.5403	0.0088	8.2449
1376	A- 9x 4- 3x	16.297	5.879	1.4406	17.1071	14.3123	0.0088	8.2537
1377	Ax J- 8x 2x	16.2906	8.8733	2.1366	12.7085	11.2899	0.0044	8.2582
1378	Kx 4y 3y 2x	16.2832	8.3687	1.4539	14.6184	12.8848	0.0044	8.2626
1379	Ax Kx 9y 3y	16.2807	11.3238	1.7958	10.5832	9.4512	0.0044	8.267
1380	A- Jx 5- 3x	16.2758	7.6526	2.4335	14.5067	12.2371	0.0088	8.2759
1381	Ax Kx 6- 3-	16.2733	10.3015	2.1516	11.9784	10.3738	0.0088	8.2847
1382	A- Qx 9x 2x	16.2702	7.7425	1.9966	13.8927	12.195	0.0044	8.2892
1383	Ax 9x 5- 3x	16.2693	8.5741	1.8269	14.5111	12.1925	0.0044	8.2936
1384	Ax 8x 5- 3-	16.2648	9.7555	2.046	13.564	11.5193	0.0088	8.3025
1385	Ax Kx Tx 3-	16.2633	10.315	2.751	10.5634	9.4878	0.0044	8.3069
1386	Ax Ty 8y 3x	16.2614	12.045	2.6109	9.7254	8.9521	0.0044	8.3113
1387	A- Tx 9x 2x	16.2573	7.6956	2.7999	13.8607	12.0879	0.0044	8.3158
1388	Ax 6x 6- 2x	16.255	9.2039	0.3902	14.663	11.321	0.0044	8.3202
1389	A- Q- 2- 2-	16.2536	6.0366	1.1656	18.2316	9.6829	0.0044	8.3246
1390	Ax Jy 7y 3x	16.2532	11.88	2.1094	10.2147	9.0766	0.0044	8.3291
1391	Ax 9- 8x 2-	16.2523	9.8331	1.9985	12.8127	11.2678	0.0088	8.3379
1392	Ax Jy 7x 3y	16.2455	11.9395	2.0722	10.1434	9.129	0.0044	8.3424
1393	Ax Tx 3- 3-	16.2414	10.4453	1.2004	13.7548	7.4631	0.0044	8.3468
1394	Ax 8x 8y 2y	16.2385	12.0532	0.2207	11.515	10.3746	0.0044	8.3512
1395	A- 6x 2x 2-	16.2382	5.8099	0.3494	19.6833	10.2918	0.0088	8.3601
1396	Ax 9- 8- 2x	16.2359	9.829	1.996	12.7776	11.3114	0.0088	8.3689
1397	Ax 8x 2x 2-	16.2318	8.3214	0.2559	16.7514	8.9959	0.0044	8.3734
1398	A- Kx Qx 3x	16.2308	10.0678	2.8764	10.5948	9.4392	0.0044	8.3778
1399	Kx K- Qx Q-	16.228	20.6969	0.7838	0.0	0.0	0.0088	8.3867
1400	Ax 8- 5- 3x	16.2278	9.7008	2.0344	13.575	11.5051	0.0088	8.3955
1401	Ax 9y 3x 3y	16.227	11.018	0.3819	13.7234	7.5309	0.0044	8.4
1402	Ax 9x 5x 3-	16.2191	8.5179	1.8268	14.5041	12.1603	0.0044	8.4044
1403	Ax Q- 6- 3x	16.2189	10.0189	2.0936	11.9615	10.3992	0.0088	8.4133
1404	A- K- Qx 3x	16.2184	9.9595	2.913	10.5283	9.4527	0.0088	8.4221
1405	Kx 4y 3x 2y	16.2153	8.2128	1.4479	14.6565	13.0029	0.0044	8.4266
1406	A- Jx 9x 2x	16.2147	7.6367	2.4173	13.8737	12.0409	0.0044	8.431
1407	Ax Jx 8- 2x	16.2144	8.9496	2.1445	12.7761	11.3049	0.0044	8.4354
1408	Ax 8x 4x 3x	16.2134	7.0364	1.5563	15.9845	13.581	0.0014	8.4369
1409	Kx 4x 3y 2y	16.2111	8.2915	1.4452	14.6009	12.9566	0.0044	8.4413
1410	Ax Qx Q- 4x	16.2093	13.4518	1.0177	7.4974	6.998	0.0044	8.4458
1411	Ax Jx 8x 2-	16.204	8.9196	2.1256	12.804	11.2938	0.0044	8.4502
1412	A- Q- Q- 3-	16.2038	10.1221	0.9729	10.5838	9.5303	0.0044	8.4547
1413	Ax Q- 6x 3-	16.2033	10.0922	2.108	11.8913	10.3515	0.0088	8.4635
1414	Ax Tx 7x 2-	16.2027	8.7378	2.1167	13.2338	11.5788	0.0044	8.4679
1415	Ax Ty 8x 3y	16.197	11.8662	2.6161	9.7992	8.8905	0.0044	8.4724
1416	Ax 6y 5y 4x	16.1862	11.5739	2.7302	11.6604	10.1144	0.0044	8.4768
1417	A- Qx Jx 3-	16.1847	9.9547	3.2138	10.5654	9.4997	0.0088	8.4857
1418	A- 6- 5- 2-	16.1788	5.1245	2.1109	18.0881	14.8738	0.0088	8.4945
1419	Ax J- J- 4x	16.1705	13.5427	1.0328	7.5295	7.0498	0.0044	8.499
1420	A- Qx J- 3x	16.1686	9.9077	3.2398	10.4993	9.4943	0.0088	8.5078
1421	Ax 9- 7- 2x	16.1684	9.4068	1.6858	13.248	11.5844	0.0088	8.5167
1422	Ax Kx 7x 2-	16.1655	8.7356	1.6724	13.1977	11.5587	0.0044	8.5211
1423	Ax 6y 5x 4y	16.1653	11.4966	2.74	11.6904	10.1959	0.0044	8.5256
1424	Ax T- 6x 3-	16.1644	9.9739	2.2975	11.944	10.3971	0.0088	8.5344
1425	A- Jx 6- 2x	16.164	6.8344	1.6959	15.1849	12.832	0.0088	8.5433
1426	Ax 9y 6y 3x	16.1583	10.8991	1.7577	11.9264	10.3846	0.0044	8.5477
1427	Ax Qx Ty 4y	16.1575	13.2181	3.1955	7.5318	7.0181	0.0044	8.5521
1428	Ax Kx 7- 2x	16.1558	8.6485	1.6635	13.2793	11.5872	0.0044	8.5566
1429	Ax Q- 8x 2x	16.1549	8.6735	1.8578	12.8219	11.3218	0.0044	8.561
1430	A- T- 9x 2x	16.1543	7.3422	2.8203	13.979	12.1499	0.0088	8.5699
1431	A- 9x 9- 2x	16.1525	8.1896	0.2306	13.8568	12.1826	0.0088	8.5787
1432	Ax Tx 7- 2x	16.1486	8.7287	2.0852	13.1678	11.538	0.0044	8.5831
1433	Ax Ty 7y 3x	16.1431	11.7299	2.3807	10.152	9.1051	0.0044	8.5876
1434	Ax 9- 7x 2-	16.1426	9.4629	1.6732	13.1659	11.5509	0.0088	8.5964
1435	A- Jx 6x 2-	16.1403	6.8588	1.6901	15.0971	12.9157	0.0088	8.6053
1436	A- Jx 5x 3x	16.1369	7.5262	2.4594	14.3895	12.1957	0.0044	8.6097
1437	Ax J- 5x 4-	16.1369	10.6298	2.7621	11.2568	9.7573	0.0088	8.6186
1438	A- J- 2- 2-	16.1345	5.8393	1.1514	18.2822	9.6441	0.0044	8.623
1439	Ax Jx 7x 2-	16.1328	8.5977	1.8051	13.2064	11.6147	0.0044	8.6274
1440	Ax J- 5- 4x	16.1324	10.6105	2.7886	11.2618	9.7568	0.0088	8.6363
1441	Ax T- 9- 3x	16.1296	10.7884	2.9455	10.5272	9.4624	0.0088	8.6452
1442	A- 9- 5- 2-	16.1275	4.6865	1.4627	18.067	14.8639	0.0088	8.6541
1443	Ax Qy 6x 4y	16.1211	12.9997	2.4614	9.0127	8.0339	0.0044	8.6585
1444	Kx K- 3- 2x	16.1206	12.7578	0.4041	8.7024	8.2757	0.0088	8.6674
1445	Ax K- K- 5x	16.1195	15.7096	1.0577	4.8317	4.9043	0.0044	8.6718
1446	Ax 7x 7y 2y	16.1178	11.2809	0.2592	12.1415	10.5184	0.0044	8.6762
1447	A- 7x 5x 2x	16.1111	6.0985	1.94	17.0284	13.9763	0.0044	8.6807
1448	Ax Kx Ky 6y	16.107	18.8422	0.8245	2.4436	2.4882	0.0044	8.6851
1449	A- Kx 7x 2-	16.101	8.718	1.6669	13.2441	11.557	0.0088	8.6939
1450	Ax Qx 5- 4-	16.1	10.7325	2.7955	11.2799	9.8002	0.0088	8.7028
